name,line,column,file
Grid,265,17,data/repos/Plyyn/Project_2/Project_2/main.py
block_size,265,39,data/repos/Plyyn/Project_2/Project_2/main.py
is_human,267,35,data/repos/Plyyn/Project_2/Project_2/main.py
sh,267,5,data/repos/Plyyn/Project_2/Project_2/main.py
draw_ships,267,5,data/repos/Plyyn/Project_2/Project_2/main.py
sh,267,19,data/repos/Plyyn/Project_2/Project_2/main.py
human,267,19,data/repos/Plyyn/Project_2/Project_2/main.py
ships,267,19,data/repos/Plyyn/Project_2/Project_2/main.py
pygame,268,5,data/repos/Plyyn/Project_2/Project_2/main.py
display,268,5,data/repos/Plyyn/Project_2/Project_2/main.py
update,268,5,data/repos/Plyyn/Project_2/Project_2/main.py
game_over,270,15,data/repos/Plyyn/Project_2/Project_2/main.py
event,271,13,data/repos/Plyyn/Project_2/Project_2/main.py
pygame,271,22,data/repos/Plyyn/Project_2/Project_2/main.py
event,271,22,data/repos/Plyyn/Project_2/Project_2/main.py
get,271,22,data/repos/Plyyn/Project_2/Project_2/main.py
event,272,16,data/repos/Plyyn/Project_2/Project_2/main.py
type,272,16,data/repos/Plyyn/Project_2/Project_2/main.py
pygame,272,30,data/repos/Plyyn/Project_2/Project_2/main.py
QUIT,272,30,data/repos/Plyyn/Project_2/Project_2/main.py
game_over,273,17,data/repos/Plyyn/Project_2/Project_2/main.py
computer_turn,274,22,data/repos/Plyyn/Project_2/Project_2/main.py
event,274,40,data/repos/Plyyn/Project_2/Project_2/main.py
type,274,40,data/repos/Plyyn/Project_2/Project_2/main.py
pygame,274,54,data/repos/Plyyn/Project_2/Project_2/main.py
MOUSEBUTTONDOWN,274,54,data/repos/Plyyn/Project_2/Project_2/main.py
x,275,17,data/repos/Plyyn/Project_2/Project_2/main.py
y,275,20,data/repos/Plyyn/Project_2/Project_2/main.py
event,275,24,data/repos/Plyyn/Project_2/Project_2/main.py
pos,275,24,data/repos/Plyyn/Project_2/Project_2/main.py
left_margin,277,21,data/repos/Plyyn/Project_2/Project_2/main.py
x,277,36,data/repos/Plyyn/Project_2/Project_2/main.py
left_margin,277,41,data/repos/Plyyn/Project_2/Project_2/main.py
block_size,277,57,data/repos/Plyyn/Project_2/Project_2/main.py
upper_margin,277,74,data/repos/Plyyn/Project_2/Project_2/main.py
y,277,90,data/repos/Plyyn/Project_2/Project_2/main.py
upper_margin,277,95,data/repos/Plyyn/Project_2/Project_2/main.py
block_size,277,113,data/repos/Plyyn/Project_2/Project_2/main.py
fired_block,278,21,data/repos/Plyyn/Project_2/Project_2/main.py
x,278,37,data/repos/Plyyn/Project_2/Project_2/main.py
left_margin,278,41,data/repos/Plyyn/Project_2/Project_2/main.py
block_size,278,55,data/repos/Plyyn/Project_2/Project_2/main.py
y,278,72,data/repos/Plyyn/Project_2/Project_2/main.py
upper_margin,278,76,data/repos/Plyyn/Project_2/Project_2/main.py
block_size,278,93,data/repos/Plyyn/Project_2/Project_2/main.py
computer_turn,280,21,data/repos/Plyyn/Project_2/Project_2/main.py
check_hit_or_miss,280,41,data/repos/Plyyn/Project_2/Project_2/main.py
fired_block,280,59,data/repos/Plyyn/Project_2/Project_2/main.py
sh,280,71,data/repos/Plyyn/Project_2/Project_2/main.py
computer_ships_working,280,71,data/repos/Plyyn/Project_2/Project_2/main.py
computer_turn,280,98,data/repos/Plyyn/Project_2/Project_2/main.py
exceptions,283,27,data/repos/Plyyn/Project_2/Project_2/main.py
ShootInWrongAreaException,283,27,data/repos/Plyyn/Project_2/Project_2/main.py
computer_turn,284,12,data/repos/Plyyn/Project_2/Project_2/main.py
around_last_computer_hit_set,285,16,data/repos/Plyyn/Project_2/Project_2/main.py
computer_turn,286,17,data/repos/Plyyn/Project_2/Project_2/main.py
comp_shoots,286,33,data/repos/Plyyn/Project_2/Project_2/main.py
around_last_computer_hit_set,286,45,data/repos/Plyyn/Project_2/Project_2/main.py
computer_turn,288,17,data/repos/Plyyn/Project_2/Project_2/main.py
comp_shoots,288,33,data/repos/Plyyn/Project_2/Project_2/main.py
computer_available_to_fire_set,288,45,data/repos/Plyyn/Project_2/Project_2/main.py
sh,290,12,data/repos/Plyyn/Project_2/Project_2/main.py
computer,290,12,data/repos/Plyyn/Project_2/Project_2/main.py
ships_set,290,12,data/repos/Plyyn/Project_2/Project_2/main.py
display_game_result,291,13,data/repos/Plyyn/Project_2/Project_2/main.py
win_sound,291,45,data/repos/Plyyn/Project_2/Project_2/main.py
game_over,292,13,data/repos/Plyyn/Project_2/Project_2/main.py
sh,294,14,data/repos/Plyyn/Project_2/Project_2/main.py
human,294,14,data/repos/Plyyn/Project_2/Project_2/main.py
ships_set,294,14,data/repos/Plyyn/Project_2/Project_2/main.py
display_game_result,295,13,data/repos/Plyyn/Project_2/Project_2/main.py
lose_sound,295,45,data/repos/Plyyn/Project_2/Project_2/main.py
game_over,296,13,data/repos/Plyyn/Project_2/Project_2/main.py
pirate_visible,299,16,data/repos/Plyyn/Project_2/Project_2/main.py
pirate_appeared,299,39,data/repos/Plyyn/Project_2/Project_2/main.py
random,299,59,data/repos/Plyyn/Project_2/Project_2/main.py
randint,299,59,data/repos/Plyyn/Project_2/Project_2/main.py
pirate_visible,300,13,data/repos/Plyyn/Project_2/Project_2/main.py
pirate_appeared,301,13,data/repos/Plyyn/Project_2/Project_2/main.py
pirate_timer,302,13,data/repos/Plyyn/Project_2/Project_2/main.py
pygame,302,28,data/repos/Plyyn/Project_2/Project_2/main.py
time,302,28,data/repos/Plyyn/Project_2/Project_2/main.py
get_ticks,302,28,data/repos/Plyyn/Project_2/Project_2/main.py
pygame,303,13,data/repos/Plyyn/Project_2/Project_2/main.py
mixer,303,13,data/repos/Plyyn/Project_2/Project_2/main.py
music,303,13,data/repos/Plyyn/Project_2/Project_2/main.py
load,303,13,data/repos/Plyyn/Project_2/Project_2/main.py
pirate_music,303,37,data/repos/Plyyn/Project_2/Project_2/main.py
pygame,304,13,data/repos/Plyyn/Project_2/Project_2/main.py
mixer,304,13,data/repos/Plyyn/Project_2/Project_2/main.py
music,304,13,data/repos/Plyyn/Project_2/Project_2/main.py
play,304,13,data/repos/Plyyn/Project_2/Project_2/main.py
pirate_visible,307,12,data/repos/Plyyn/Project_2/Project_2/main.py
screen,308,13,data/repos/Plyyn/Project_2/Project_2/main.py
blit,308,13,data/repos/Plyyn/Project_2/Project_2/main.py
pirate_image,308,25,data/repos/Plyyn/Project_2/Project_2/main.py
block_size,308,42,data/repos/Plyyn/Project_2/Project_2/main.py
block_size,308,67,data/repos/Plyyn/Project_2/Project_2/main.py
pygame,311,16,data/repos/Plyyn/Project_2/Project_2/main.py
time,311,16,data/repos/Plyyn/Project_2/Project_2/main.py
get_ticks,311,16,data/repos/Plyyn/Project_2/Project_2/main.py
pirate_timer,311,42,data/repos/Plyyn/Project_2/Project_2/main.py
pirate_duration,311,57,data/repos/Plyyn/Project_2/Project_2/main.py
pirate_visible,312,17,data/repos/Plyyn/Project_2/Project_2/main.py
pygame,313,17,data/repos/Plyyn/Project_2/Project_2/main.py
mixer,313,17,data/repos/Plyyn/Project_2/Project_2/main.py
music,313,17,data/repos/Plyyn/Project_2/Project_2/main.py
stop,313,17,data/repos/Plyyn/Project_2/Project_2/main.py
pygame,315,9,data/repos/Plyyn/Project_2/Project_2/main.py
display,315,9,data/repos/Plyyn/Project_2/Project_2/main.py
update,315,9,data/repos/Plyyn/Project_2/Project_2/main.py
clock,316,9,data/repos/Plyyn/Project_2/Project_2/main.py
tick,316,9,data/repos/Plyyn/Project_2/Project_2/main.py
draw_from_dotted_set,318,9,data/repos/Plyyn/Project_2/Project_2/main.py
dotted_set,318,30,data/repos/Plyyn/Project_2/Project_2/main.py
draw_hit_blocks,319,9,data/repos/Plyyn/Project_2/Project_2/main.py
hit_blocks,319,25,data/repos/Plyyn/Project_2/Project_2/main.py
sh,320,9,data/repos/Plyyn/Project_2/Project_2/main.py
draw_ships,320,9,data/repos/Plyyn/Project_2/Project_2/main.py
destroyed_ships,320,23,data/repos/Plyyn/Project_2/Project_2/main.py
pygame,321,9,data/repos/Plyyn/Project_2/Project_2/main.py
display,321,9,data/repos/Plyyn/Project_2/Project_2/main.py
update,321,9,data/repos/Plyyn/Project_2/Project_2/main.py
main,323,1,data/repos/Plyyn/Project_2/Project_2/main.py
pygame,324,1,data/repos/Plyyn/Project_2/Project_2/main.py
quit,324,1,data/repos/Plyyn/Project_2/Project_2/main.py
pandas,5,8,data/repos/EgorGang/project2/table/journal.py
pd,5,8,data/repos/EgorGang/project2/table/journal.py
numpy,6,8,data/repos/EgorGang/project2/table/journal.py
np,6,8,data/repos/EgorGang/project2/table/journal.py
tempfile,7,8,data/repos/EgorGang/project2/table/journal.py
os,8,8,data/repos/EgorGang/project2/table/journal.py
exceptions,9,1,data/repos/EgorGang/project2/table/journal.py
JournalError,9,24,data/repos/EgorGang/project2/table/journal.py
Journal,11,1,data/repos/EgorGang/project2/table/journal.py
__init__,15,5,data/repos/EgorGang/project2/table/journal.py
self,15,18,data/repos/EgorGang/project2/table/journal.py
self,19,9,data/repos/EgorGang/project2/table/journal.py
table,19,9,data/repos/EgorGang/project2/table/journal.py
columns,19,35,data/repos/EgorGang/project2/table/journal.py
pd,19,22,data/repos/EgorGang/project2/table/journal.py
DataFrame,19,22,data/repos/EgorGang/project2/table/journal.py
add_student,21,5,data/repos/EgorGang/project2/table/journal.py
self,21,21,data/repos/EgorGang/project2/table/journal.py
name,21,27,data/repos/EgorGang/project2/table/journal.py
name,28,16,data/repos/EgorGang/project2/table/journal.py
JournalError,29,19,data/repos/EgorGang/project2/table/journal.py
name,30,12,data/repos/EgorGang/project2/table/journal.py
self,30,20,data/repos/EgorGang/project2/table/journal.py
table,30,20,data/repos/EgorGang/project2/table/journal.py
index,30,20,data/repos/EgorGang/project2/table/journal.py
self,32,9,data/repos/EgorGang/project2/table/journal.py
table,32,9,data/repos/EgorGang/project2/table/journal.py
loc,32,9,data/repos/EgorGang/project2/table/journal.py
name,32,24,data/repos/EgorGang/project2/table/journal.py
np,32,32,data/repos/EgorGang/project2/table/journal.py
nan,32,32,data/repos/EgorGang/project2/table/journal.py
self,33,9,data/repos/EgorGang/project2/table/journal.py
table,33,9,data/repos/EgorGang/project2/table/journal.py
loc,33,9,data/repos/EgorGang/project2/table/journal.py
name,33,24,data/repos/EgorGang/project2/table/journal.py
name,34,32,data/repos/EgorGang/project2/table/journal.py
remove_student,36,5,data/repos/EgorGang/project2/table/journal.py
self,36,24,data/repos/EgorGang/project2/table/journal.py
name,36,30,data/repos/EgorGang/project2/table/journal.py
name,43,12,data/repos/EgorGang/project2/table/journal.py
self,43,24,data/repos/EgorGang/project2/table/journal.py
table,43,24,data/repos/EgorGang/project2/table/journal.py
index,43,24,data/repos/EgorGang/project2/table/journal.py
inplace,45,31,data/repos/EgorGang/project2/table/journal.py
self,45,9,data/repos/EgorGang/project2/table/journal.py
table,45,9,data/repos/EgorGang/project2/table/journal.py
drop,45,9,data/repos/EgorGang/project2/table/journal.py
name,45,25,data/repos/EgorGang/project2/table/journal.py
name,46,32,data/repos/EgorGang/project2/table/journal.py
add_mark,48,5,data/repos/EgorGang/project2/table/journal.py
self,48,18,data/repos/EgorGang/project2/table/journal.py
name,48,24,data/repos/EgorGang/project2/table/journal.py
day,48,30,data/repos/EgorGang/project2/table/journal.py
mark,48,35,data/repos/EgorGang/project2/table/journal.py
name,57,12,data/repos/EgorGang/project2/table/journal.py
self,57,24,data/repos/EgorGang/project2/table/journal.py
table,57,24,data/repos/EgorGang/project2/table/journal.py
index,57,24,data/repos/EgorGang/project2/table/journal.py
JournalError,58,19,data/repos/EgorGang/project2/table/journal.py
column,59,9,data/repos/EgorGang/project2/table/journal.py
day,59,21,data/repos/EgorGang/project2/table/journal.py
column,60,12,data/repos/EgorGang/project2/table/journal.py
self,60,26,data/repos/EgorGang/project2/table/journal.py
table,60,26,data/repos/EgorGang/project2/table/journal.py
columns,60,26,data/repos/EgorGang/project2/table/journal.py
self,61,13,data/repos/EgorGang/project2/table/journal.py
table,61,13,data/repos/EgorGang/project2/table/journal.py
column,61,24,data/repos/EgorGang/project2/table/journal.py
np,61,34,data/repos/EgorGang/project2/table/journal.py
nan,61,34,data/repos/EgorGang/project2/table/journal.py
self,62,9,data/repos/EgorGang/project2/table/journal.py
table,62,9,data/repos/EgorGang/project2/table/journal.py
loc,62,9,data/repos/EgorGang/project2/table/journal.py
name,62,24,data/repos/EgorGang/project2/table/journal.py
column,62,30,data/repos/EgorGang/project2/table/journal.py
mark,62,40,data/repos/EgorGang/project2/table/journal.py
self,63,9,data/repos/EgorGang/project2/table/journal.py
_update_average,63,9,data/repos/EgorGang/project2/table/journal.py
name,63,30,data/repos/EgorGang/project2/table/journal.py
mark,64,32,data/repos/EgorGang/project2/table/journal.py
name,64,65,data/repos/EgorGang/project2/table/journal.py
day,64,77,data/repos/EgorGang/project2/table/journal.py
remove_mark,66,5,data/repos/EgorGang/project2/table/journal.py
self,66,21,data/repos/EgorGang/project2/table/journal.py
name,66,27,data/repos/EgorGang/project2/table/journal.py
day,66,33,data/repos/EgorGang/project2/table/journal.py
name,74,12,data/repos/EgorGang/project2/table/journal.py
self,74,20,data/repos/EgorGang/project2/table/journal.py
table,74,20,data/repos/EgorGang/project2/table/journal.py
index,74,20,data/repos/EgorGang/project2/table/journal.py
column,75,13,data/repos/EgorGang/project2/table/journal.py
day,75,25,data/repos/EgorGang/project2/table/journal.py
column,76,16,data/repos/EgorGang/project2/table/journal.py
self,76,26,data/repos/EgorGang/project2/table/journal.py
table,76,26,data/repos/EgorGang/project2/table/journal.py
columns,76,26,data/repos/EgorGang/project2/table/journal.py
self,77,17,data/repos/EgorGang/project2/table/journal.py
table,77,17,data/repos/EgorGang/project2/table/journal.py
loc,77,17,data/repos/EgorGang/project2/table/journal.py
name,77,32,data/repos/EgorGang/project2/table/journal.py
column,77,38,data/repos/EgorGang/project2/table/journal.py
np,77,48,data/repos/EgorGang/project2/table/journal.py
nan,77,48,data/repos/EgorGang/project2/table/journal.py
self,78,17,data/repos/EgorGang/project2/table/journal.py
_update_average,78,17,data/repos/EgorGang/project2/table/journal.py
name,78,38,data/repos/EgorGang/project2/table/journal.py
name,79,73,data/repos/EgorGang/project2/table/journal.py
day,79,85,data/repos/EgorGang/project2/table/journal.py
change_mark,85,5,data/repos/EgorGang/project2/table/journal.py
self,85,21,data/repos/EgorGang/project2/table/journal.py
name,85,27,data/repos/EgorGang/project2/table/journal.py
day,85,33,data/repos/EgorGang/project2/table/journal.py
new_mark,85,38,data/repos/EgorGang/project2/table/journal.py
name,94,12,data/repos/EgorGang/project2/table/journal.py
self,94,20,data/repos/EgorGang/project2/table/journal.py
table,94,20,data/repos/EgorGang/project2/table/journal.py
index,94,20,data/repos/EgorGang/project2/table/journal.py
column,95,13,data/repos/EgorGang/project2/table/journal.py
day,95,25,data/repos/EgorGang/project2/table/journal.py
column,96,16,data/repos/EgorGang/project2/table/journal.py
self,96,26,data/repos/EgorGang/project2/table/journal.py
table,96,26,data/repos/EgorGang/project2/table/journal.py
columns,96,26,data/repos/EgorGang/project2/table/journal.py
self,97,17,data/repos/EgorGang/project2/table/journal.py
table,97,17,data/repos/EgorGang/project2/table/journal.py
loc,97,17,data/repos/EgorGang/project2/table/journal.py
name,97,32,data/repos/EgorGang/project2/table/journal.py
column,97,38,data/repos/EgorGang/project2/table/journal.py
new_mark,97,48,data/repos/EgorGang/project2/table/journal.py
self,98,17,data/repos/EgorGang/project2/table/journal.py
_update_average,98,17,data/repos/EgorGang/project2/table/journal.py
name,98,38,data/repos/EgorGang/project2/table/journal.py
name,99,79,data/repos/EgorGang/project2/table/journal.py
day,99,91,data/repos/EgorGang/project2/table/journal.py
_update_average,105,5,data/repos/EgorGang/project2/table/journal.py
self,105,25,data/repos/EgorGang/project2/table/journal.py
name,105,31,data/repos/EgorGang/project2/table/journal.py
marks,110,9,data/repos/EgorGang/project2/table/journal.py
self,110,17,data/repos/EgorGang/project2/table/journal.py
table,110,17,data/repos/EgorGang/project2/table/journal.py
loc,110,17,data/repos/EgorGang/project2/table/journal.py
name,110,32,data/repos/EgorGang/project2/table/journal.py
self,110,38,data/repos/EgorGang/project2/table/journal.py
table,110,38,data/repos/EgorGang/project2/table/journal.py
columns,110,38,data/repos/EgorGang/project2/table/journal.py
mean,111,9,data/repos/EgorGang/project2/table/journal.py
skipna,111,27,data/repos/EgorGang/project2/table/journal.py
marks,111,16,data/repos/EgorGang/project2/table/journal.py
mean,111,16,data/repos/EgorGang/project2/table/journal.py
self,112,9,data/repos/EgorGang/project2/table/journal.py
table,112,9,data/repos/EgorGang/project2/table/journal.py
loc,112,9,data/repos/EgorGang/project2/table/journal.py
name,112,24,data/repos/EgorGang/project2/table/journal.py
np,112,81,data/repos/EgorGang/project2/table/journal.py
isnan,112,81,data/repos/EgorGang/project2/table/journal.py
mean,112,90,data/repos/EgorGang/project2/table/journal.py
round,112,59,data/repos/EgorGang/project2/table/journal.py
mean,112,65,data/repos/EgorGang/project2/table/journal.py
student_info,114,5,data/repos/EgorGang/project2/table/journal.py
self,114,22,data/repos/EgorGang/project2/table/journal.py
name,114,28,data/repos/EgorGang/project2/table/journal.py
name,120,12,data/repos/EgorGang/project2/table/journal.py
self,120,24,data/repos/EgorGang/project2/table/journal.py
table,120,24,data/repos/EgorGang/project2/table/journal.py
index,120,24,data/repos/EgorGang/project2/table/journal.py
info,122,9,data/repos/EgorGang/project2/table/journal.py
name,122,60,data/repos/EgorGang/project2/table/journal.py
student_data,123,9,data/repos/EgorGang/project2/table/journal.py
self,123,24,data/repos/EgorGang/project2/table/journal.py
table,123,24,data/repos/EgorGang/project2/table/journal.py
loc,123,24,data/repos/EgorGang/project2/table/journal.py
name,123,39,data/repos/EgorGang/project2/table/journal.py
column,124,13,data/repos/EgorGang/project2/table/journal.py
mark,124,21,data/repos/EgorGang/project2/table/journal.py
student_data,124,29,data/repos/EgorGang/project2/table/journal.py
items,124,29,data/repos/EgorGang/project2/table/journal.py
pd,125,20,data/repos/EgorGang/project2/table/journal.py
isna,125,20,data/repos/EgorGang/project2/table/journal.py
mark,125,28,data/repos/EgorGang/project2/table/journal.py
info,126,17,data/repos/EgorGang/project2/table/journal.py
column,126,28,data/repos/EgorGang/project2/table/journal.py
mark,126,38,data/repos/EgorGang/project2/table/journal.py
info,127,16,data/repos/EgorGang/project2/table/journal.py
export_to_excel,129,5,data/repos/EgorGang/project2/table/journal.py
self,129,25,data/repos/EgorGang/project2/table/journal.py
filename,129,31,data/repos/EgorGang/project2/table/journal.py
temp_dir,138,13,data/repos/EgorGang/project2/table/journal.py
tempfile,138,24,data/repos/EgorGang/project2/table/journal.py
gettempdir,138,24,data/repos/EgorGang/project2/table/journal.py
filepath,140,13,data/repos/EgorGang/project2/table/journal.py
os,140,24,data/repos/EgorGang/project2/table/journal.py
path,140,24,data/repos/EgorGang/project2/table/journal.py
join,140,24,data/repos/EgorGang/project2/table/journal.py
temp_dir,140,37,data/repos/EgorGang/project2/table/journal.py
filename,140,47,data/repos/EgorGang/project2/table/journal.py
self,142,13,data/repos/EgorGang/project2/table/journal.py
table,142,13,data/repos/EgorGang/project2/table/journal.py
to_excel,142,13,data/repos/EgorGang/project2/table/journal.py
filepath,142,33,data/repos/EgorGang/project2/table/journal.py
filepath,143,20,data/repos/EgorGang/project2/table/journal.py
Exception,144,16,data/repos/EgorGang/project2/table/journal.py
JournalError,145,19,data/repos/EgorGang/project2/table/journal.py
e,145,73,data/repos/EgorGang/project2/table/journal.py
telebot,4,8,data/repos/EgorGang/project2/table/bot.py
telebot,5,1,data/repos/EgorGang/project2/table/bot.py
types,5,1,data/repos/EgorGang/project2/table/bot.py
ReplyKeyboardMarkup,5,27,data/repos/EgorGang/project2/table/bot.py
KeyboardButton,5,48,data/repos/EgorGang/project2/table/bot.py
journal,6,1,data/repos/EgorGang/project2/table/bot.py
Journal,6,21,data/repos/EgorGang/project2/table/bot.py
decorators,7,1,data/repos/EgorGang/project2/table/bot.py
handle_exceptions,7,24,data/repos/EgorGang/project2/table/bot.py
os,8,8,data/repos/EgorGang/project2/table/bot.py
TOKEN,11,1,data/repos/EgorGang/project2/table/bot.py
bot,12,1,data/repos/EgorGang/project2/table/bot.py
telebot,12,7,data/repos/EgorGang/project2/table/bot.py
TeleBot,12,7,data/repos/EgorGang/project2/table/bot.py
TOKEN,12,23,data/repos/EgorGang/project2/table/bot.py
journal,15,1,data/repos/EgorGang/project2/table/bot.py
Journal,15,11,data/repos/EgorGang/project2/table/bot.py
main_menu,18,1,data/repos/EgorGang/project2/table/bot.py
markup,23,5,data/repos/EgorGang/project2/table/bot.py
resize_keyboard,23,34,data/repos/EgorGang/project2/table/bot.py
ReplyKeyboardMarkup,23,14,data/repos/EgorGang/project2/table/bot.py
markup,24,5,data/repos/EgorGang/project2/table/bot.py
add,24,5,data/repos/EgorGang/project2/table/bot.py
KeyboardButton,24,16,data/repos/EgorGang/project2/table/bot.py
markup,25,5,data/repos/EgorGang/project2/table/bot.py
add,25,5,data/repos/EgorGang/project2/table/bot.py
KeyboardButton,25,16,data/repos/EgorGang/project2/table/bot.py
markup,26,5,data/repos/EgorGang/project2/table/bot.py
add,26,5,data/repos/EgorGang/project2/table/bot.py
KeyboardButton,26,16,data/repos/EgorGang/project2/table/bot.py
markup,27,5,data/repos/EgorGang/project2/table/bot.py
add,27,5,data/repos/EgorGang/project2/table/bot.py
KeyboardButton,27,16,data/repos/EgorGang/project2/table/bot.py
markup,28,5,data/repos/EgorGang/project2/table/bot.py
add,28,5,data/repos/EgorGang/project2/table/bot.py
KeyboardButton,28,16,data/repos/EgorGang/project2/table/bot.py
markup,29,5,data/repos/EgorGang/project2/table/bot.py
add,29,5,data/repos/EgorGang/project2/table/bot.py
KeyboardButton,29,16,data/repos/EgorGang/project2/table/bot.py
markup,30,5,data/repos/EgorGang/project2/table/bot.py
add,30,5,data/repos/EgorGang/project2/table/bot.py
KeyboardButton,30,16,data/repos/EgorGang/project2/table/bot.py
markup,31,5,data/repos/EgorGang/project2/table/bot.py
add,31,5,data/repos/EgorGang/project2/table/bot.py
KeyboardButton,31,16,data/repos/EgorGang/project2/table/bot.py
markup,32,12,data/repos/EgorGang/project2/table/bot.py
start,36,1,data/repos/EgorGang/project2/table/bot.py
message,36,11,data/repos/EgorGang/project2/table/bot.py
reply_markup,43,77,data/repos/EgorGang/project2/table/bot.py
bot,41,5,data/repos/EgorGang/project2/table/bot.py
send_message,41,5,data/repos/EgorGang/project2/table/bot.py
message,41,22,data/repos/EgorGang/project2/table/bot.py
chat,41,22,data/repos/EgorGang/project2/table/bot.py
id,41,22,data/repos/EgorGang/project2/table/bot.py
main_menu,43,90,data/repos/EgorGang/project2/table/bot.py
commands,35,22,data/repos/EgorGang/project2/table/bot.py
bot,35,2,data/repos/EgorGang/project2/table/bot.py
message_handler,35,2,data/repos/EgorGang/project2/table/bot.py
handle_message,47,1,data/repos/EgorGang/project2/table/bot.py
message,47,20,data/repos/EgorGang/project2/table/bot.py
message,52,8,data/repos/EgorGang/project2/table/bot.py
text,52,8,data/repos/EgorGang/project2/table/bot.py
msg,53,9,data/repos/EgorGang/project2/table/bot.py
bot,53,15,data/repos/EgorGang/project2/table/bot.py
send_message,53,15,data/repos/EgorGang/project2/table/bot.py
message,53,32,data/repos/EgorGang/project2/table/bot.py
chat,53,32,data/repos/EgorGang/project2/table/bot.py
id,53,32,data/repos/EgorGang/project2/table/bot.py
bot,54,9,data/repos/EgorGang/project2/table/bot.py
register_next_step_handler,54,9,data/repos/EgorGang/project2/table/bot.py
msg,54,40,data/repos/EgorGang/project2/table/bot.py
add_student,54,45,data/repos/EgorGang/project2/table/bot.py
message,56,10,data/repos/EgorGang/project2/table/bot.py
text,56,10,data/repos/EgorGang/project2/table/bot.py
msg,57,9,data/repos/EgorGang/project2/table/bot.py
bot,57,15,data/repos/EgorGang/project2/table/bot.py
send_message,57,15,data/repos/EgorGang/project2/table/bot.py
message,57,32,data/repos/EgorGang/project2/table/bot.py
chat,57,32,data/repos/EgorGang/project2/table/bot.py
id,57,32,data/repos/EgorGang/project2/table/bot.py
bot,58,9,data/repos/EgorGang/project2/table/bot.py
register_next_step_handler,58,9,data/repos/EgorGang/project2/table/bot.py
msg,58,40,data/repos/EgorGang/project2/table/bot.py
remove_student,58,45,data/repos/EgorGang/project2/table/bot.py
message,60,10,data/repos/EgorGang/project2/table/bot.py
text,60,10,data/repos/EgorGang/project2/table/bot.py
msg,61,9,data/repos/EgorGang/project2/table/bot.py
bot,61,15,data/repos/EgorGang/project2/table/bot.py
send_message,61,15,data/repos/EgorGang/project2/table/bot.py
message,61,32,data/repos/EgorGang/project2/table/bot.py
chat,61,32,data/repos/EgorGang/project2/table/bot.py
id,61,32,data/repos/EgorGang/project2/table/bot.py
bot,62,9,data/repos/EgorGang/project2/table/bot.py
register_next_step_handler,62,9,data/repos/EgorGang/project2/table/bot.py
msg,62,40,data/repos/EgorGang/project2/table/bot.py
add_mark_step1,62,45,data/repos/EgorGang/project2/table/bot.py
message,64,10,data/repos/EgorGang/project2/table/bot.py
text,64,10,data/repos/EgorGang/project2/table/bot.py
msg,65,9,data/repos/EgorGang/project2/table/bot.py
bot,65,15,data/repos/EgorGang/project2/table/bot.py
send_message,65,15,data/repos/EgorGang/project2/table/bot.py
message,65,32,data/repos/EgorGang/project2/table/bot.py
chat,65,32,data/repos/EgorGang/project2/table/bot.py
id,65,32,data/repos/EgorGang/project2/table/bot.py
bot,66,9,data/repos/EgorGang/project2/table/bot.py
register_next_step_handler,66,9,data/repos/EgorGang/project2/table/bot.py
msg,66,40,data/repos/EgorGang/project2/table/bot.py
remove_mark_step1,66,45,data/repos/EgorGang/project2/table/bot.py
message,68,10,data/repos/EgorGang/project2/table/bot.py
text,68,10,data/repos/EgorGang/project2/table/bot.py
msg,69,9,data/repos/EgorGang/project2/table/bot.py
bot,69,15,data/repos/EgorGang/project2/table/bot.py
send_message,69,15,data/repos/EgorGang/project2/table/bot.py
message,69,32,data/repos/EgorGang/project2/table/bot.py
chat,69,32,data/repos/EgorGang/project2/table/bot.py
id,69,32,data/repos/EgorGang/project2/table/bot.py
bot,70,9,data/repos/EgorGang/project2/table/bot.py
register_next_step_handler,70,9,data/repos/EgorGang/project2/table/bot.py
msg,70,40,data/repos/EgorGang/project2/table/bot.py
change_mark_step1,70,45,data/repos/EgorGang/project2/table/bot.py
message,72,10,data/repos/EgorGang/project2/table/bot.py
text,72,10,data/repos/EgorGang/project2/table/bot.py
msg,73,9,data/repos/EgorGang/project2/table/bot.py
bot,73,15,data/repos/EgorGang/project2/table/bot.py
send_message,73,15,data/repos/EgorGang/project2/table/bot.py
message,73,32,data/repos/EgorGang/project2/table/bot.py
chat,73,32,data/repos/EgorGang/project2/table/bot.py
id,73,32,data/repos/EgorGang/project2/table/bot.py
bot,74,9,data/repos/EgorGang/project2/table/bot.py
register_next_step_handler,74,9,data/repos/EgorGang/project2/table/bot.py
msg,74,40,data/repos/EgorGang/project2/table/bot.py
student_info,74,45,data/repos/EgorGang/project2/table/bot.py
message,76,10,data/repos/EgorGang/project2/table/bot.py
text,76,10,data/repos/EgorGang/project2/table/bot.py
reply_markup,77,70,data/repos/EgorGang/project2/table/bot.py
bot,77,9,data/repos/EgorGang/project2/table/bot.py
send_message,77,9,data/repos/EgorGang/project2/table/bot.py
message,77,26,data/repos/EgorGang/project2/table/bot.py
chat,77,26,data/repos/EgorGang/project2/table/bot.py
id,77,26,data/repos/EgorGang/project2/table/bot.py
journal,77,43,data/repos/EgorGang/project2/table/bot.py
table,77,43,data/repos/EgorGang/project2/table/bot.py
to_string,77,43,data/repos/EgorGang/project2/table/bot.py
